Rank,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
856,Jake Toolson,UVU,33,27.9,3.8,7.7,0.496,0.9,2.5,0.357,2.3,2.8,0.846,1.6,1.1,0.8,3.9,4.7,2.9,0.8,0.2,10.9
857,Joshua Patton,CSUS,32,24.5,3.9,6.3,0.611,0,0,0,3.1,4.4,0.704,1.7,3.7,1.9,3.2,5.1,0.6,0.5,1.8,10.9
858,Josh McSwiggan,UP,32,30.1,3.6,8.6,0.422,2.2,5,0.435,1.4,1.7,0.852,1.2,1.3,0.6,3,3.6,1.2,0.5,0.2,10.9
859,Geno Luzcando,ISU,30,31.7,3.6,7.3,0.493,0.5,1.5,0.304,3.2,4.7,0.686,2.9,3.6,0.9,3.8,4.7,2.9,2,0.3,10.9
860,Tyler Rawson,U of U,35,31.2,3.6,8,0.448,1.8,4.8,0.373,1.9,2.4,0.774,1.9,2,1.1,5.7,6.8,3.7,0.7,0.9,10.9
861,Brandon Kamga,HP,28,27.1,3.9,9.3,0.415,0.6,1.6,0.386,2.5,3.2,0.78,1.9,3,0.9,2.5,3.4,1.9,0.9,0.2,10.9
862,Omari Spellman,VILL,40,28.1,4,8.4,0.476,1.6,3.8,0.433,1.2,1.8,0.7,1,2.3,2.2,5.8,8,0.8,0.7,1.5,10.8
863,Ernie Duncan,UVM,33,29,3.5,7.8,0.451,2,5,0.398,1.8,2.2,0.845,1.2,1.7,0.2,2.2,2.4,2.2,0.5,0.1,10.8
864,Geo Baker,RU,33,31.6,3.8,10.1,0.38,1.6,4.5,0.361,1.5,2,0.785,1.7,2.1,0.4,1.8,2.2,2.6,1.1,0.4,10.8
865,Matty McConnell,RMU,32,31.9,3.3,9.3,0.351,1.7,5.8,0.299,2.6,3.2,0.796,1.7,2.4,0.5,3.9,4.4,2.8,2,0.5,10.8
866,Brandon Walters,MTSU,32,23,4.4,6.8,0.651,0,0.2,0.2,1.9,2.8,0.697,1.2,3.6,2.6,2.6,5.2,0.6,0.7,0.9,10.8
867,Art Labinowicz,CCU,32,27.3,3,8.3,0.366,1.6,4.6,0.338,3.2,4.2,0.769,1.9,1.7,1,3.4,4.4,1.1,0.7,0.6,10.8
868,Breein Tyree,UM,32,25.2,3.8,9.7,0.394,1.5,4.1,0.356,1.8,2.5,0.7,1.8,2,0.3,1.8,2.2,2.8,0.7,0.3,10.8
869,P.J. Washington,UK,37,27.4,3.6,7,0.519,0.1,0.6,0.238,3.4,5.6,0.606,1.9,2.7,1.8,3.9,5.7,1.5,0.8,0.8,10.8
870,David Knudsen,MAR,30,31.2,3.6,8.3,0.435,2,5.3,0.369,1.7,2,0.833,2,1.8,0.5,2.5,3,2.1,0.9,0.2,10.8
871,Brandon Gilbeck,WIU,28,26.5,4.7,7.2,0.657,0,0,0,1.4,3,0.459,2.1,3.3,2.2,4.9,7.1,0.7,0.6,2.6,10.8
872,Brekkott Chapman,WSU,27,27.2,3.8,8.4,0.454,1.5,3.6,0.423,1.7,2.2,0.75,2.4,3.5,0.7,5.2,5.9,1.4,0.9,1.7,10.8
873,Artem Tavakalyan,DESU,32,27.5,3.8,8.2,0.458,1.4,3.3,0.421,1.8,2.4,0.766,1.8,2.2,1.3,4.2,5.5,1.5,0.9,0.2,10.8
874,Ahmad Frost,UMES,32,33.4,3.9,10.7,0.362,1.9,5.9,0.316,1.2,1.8,0.667,2.2,2.7,0.7,2.3,3,2.4,1.3,0,10.8
875,Sagaba Konate,WVU,36,25.5,4.3,8.4,0.51,0,0,0,2.2,2.8,0.79,1.2,2.9,2.6,5,7.6,0.7,0.4,3.2,10.8
876,Nick Weatherspoon,MSU,36,28.4,4.1,8.6,0.479,0.7,2.5,0.292,1.8,2.5,0.722,1.1,1.8,0.3,2.6,2.9,2.1,0.9,0.1,10.8
877,T.J. Henderson,IUPUI,30,24,3.4,8.2,0.416,1.3,3.7,0.357,2.7,3.2,0.833,2.4,1.9,0.6,2.1,2.6,2.1,1,0.2,10.8
878,Chaise Daniels,QU,30,21.1,4.1,7.7,0.528,0,0,0,2.7,4,0.661,2.2,3.2,1.3,2.7,4,0.5,0.4,1,10.8
879,Luke Knapke,U of T,34,23.8,4,7.1,0.556,0.6,1.7,0.379,2.2,2.9,0.75,1.9,3.1,1.8,4.5,6.3,1.2,0.3,1.8,10.8
880,Justin Jaworski,LC,29,28.7,3.6,8.1,0.44,2.1,4.9,0.43,1.6,1.9,0.852,1.2,1.8,0.2,2,2.2,1.7,0.5,0.1,10.8
881,Shaq Calhoun,TTU,33,24.4,3.7,8.6,0.43,1.8,4.7,0.383,1.6,2,0.803,1.2,2.9,0.4,2.5,2.9,1.2,1.2,0.4,10.8
882,Ramel Thompkins,USCU,32,31.4,3.5,8.6,0.409,2.3,6,0.38,1.4,1.7,0.852,1.1,2.3,1.2,4.6,5.8,0.9,0.7,1,10.8
883,Bruce Stevens,UM,32,22.3,3.8,7.3,0.515,0.4,1.6,0.275,2.8,3.7,0.761,1.1,3,1.9,3.5,5.3,1.2,0.5,0.5,10.8
884,Reggie Garnder,NCCU,35,29.3,3.5,10.2,0.342,2.2,6.7,0.325,1.6,2.1,0.76,1.1,1.7,0.5,1.3,1.8,1.6,0.4,0.2,10.8
885,Tommy Funk,USMA,30,30.1,4,9.3,0.427,1.1,3,0.378,1.7,2.4,0.699,2.2,1.9,0.6,2.5,3.1,5.7,0.8,0,10.8
886,Tyler Hooker,KENN,30,26.1,3.8,9.2,0.411,0.5,2.4,0.222,2.7,3.8,0.711,2.4,2.2,0.3,2.3,2.7,2.6,1.3,0.1,10.8
887,Quatarrius Wilson,MSU,29,29.9,4.3,8.5,0.506,0.2,0.9,0.24,1.9,3.1,0.615,2.3,2.4,3.6,6.6,10.2,1.3,0.8,1,10.8
888,Trevor Stumpe,WC,29,26.7,3.6,7.8,0.46,1.6,3.8,0.427,2,2.3,0.864,1.4,2.7,1.3,2.9,4.2,2.1,0.9,0.1,10.8
889,Shawn Occeus,NU,33,28.9,3.6,7.8,0.457,1.5,4.3,0.343,2.1,2.7,0.787,1.8,1.8,0.4,2.1,2.5,1.8,1.9,0.5,10.8
890,Richaud Gittens,SEA,33,31.7,3.7,8.9,0.414,1.4,4.2,0.328,2,2.7,0.733,1.7,3.1,1.7,3.5,5.2,1.6,1.2,0.2,10.8
891,Marvin Jean-Pierre,ULM,32,29.3,4.2,8.8,0.475,0.9,3,0.316,1.4,2.1,0.697,1.7,2.7,1.9,3.3,5.2,2.3,1.2,0.2,10.8
892,Obi Enechionyia,TEM,32,29.9,3.4,8.9,0.381,1.8,5.1,0.35,2.2,2.7,0.793,1.3,2.7,1.7,4.1,5.8,1.2,0.5,1.4,10.8
893,Dante Thorpe,NIU,28,27.9,4.4,8.4,0.53,0.6,1.5,0.39,1.3,1.9,0.698,1.9,2.2,1.1,2.2,3.2,1.8,0.9,0.3,10.8
894,Josh Davis,WMY,32,27.5,3.9,8.2,0.475,1.3,3.6,0.362,1.6,2.3,0.68,1.5,2.4,2,4.4,6.3,1.2,0.8,0.7,10.7
895,Alihan Demir,DREX,28,31.2,4.2,8.9,0.48,0.8,2.2,0.365,1.4,1.9,0.75,1.7,2.2,1.9,3.5,5.4,1.9,0.4,0.1,10.7
896,Cortez Seales,UND,31,33,4.5,9.3,0.481,0.1,0.5,0.235,1.6,2.5,0.633,1.2,1.1,0.8,2.9,3.7,2.2,1,0.6,10.7
897,Novak Topalovic,ISU,30,27.1,4.4,8.3,0.528,0,0.1,0,2,3.6,0.551,3,3.1,1.8,5,6.8,1.2,0.3,1.1,10.7
898,Kameron Hankerson,UWGB,33,27.5,3.8,8.7,0.443,1.5,3.8,0.387,1.5,2.1,0.739,2.4,2.3,0.6,2.5,3.1,2.6,1,0.6,10.7
899,Sheriff Drammeh,UH,29,30.4,3.2,8.2,0.391,1.4,3.9,0.36,2.9,3.7,0.769,1.7,3,0.4,2.9,3.4,1.9,1.1,0.2,10.7
900,Jeff Thomas,GSU,35,31.7,3.9,8.2,0.472,1.8,4.5,0.392,1.2,1.4,0.84,0.9,2.1,0.7,3.5,4.3,1.2,1,0.8,10.7
901,Darnell Foreman,PENN,33,29.9,3.5,7.9,0.447,0.8,2.7,0.284,2.8,3.8,0.732,1.6,2.1,0.5,4.1,4.5,3.6,1.1,0.2,10.7
902,Ben Emelogu,SMU,33,31.7,3.7,8.1,0.462,1.9,4.1,0.47,1.3,1.8,0.717,1.5,2.6,1.5,4,5.5,1.7,1.3,0.2,10.7
903,Joe Sherburne,UMBC,36,29.1,4,8.8,0.453,2.1,5.2,0.412,0.5,0.8,0.655,0.9,2,0.8,3.1,3.9,1.9,0.8,0.3,10.7
904,Jordan Ratinho,USF,39,30.9,3.6,8.3,0.441,2.2,5.3,0.415,1.2,1.9,0.613,0.8,2.1,0.8,2.5,3.3,1.2,0.7,0.4,10.7
905,Daejon Davis,SU,33,30.7,3.5,7.5,0.47,0.8,1.9,0.403,2.8,4.2,0.674,4,2.5,0.7,3.6,4.4,4.8,1.2,0.2,10.7
906,Blake Reynolds,YALE,30,28.4,4.4,9.1,0.485,1.1,3.8,0.283,0.8,1.2,0.686,2,2.6,1.4,4.1,5.5,2.4,0.9,0.2,10.7
907,Nickeil Alexander-Walker,VT,33,25.5,3.8,8.4,0.449,1.8,4.5,0.392,1.4,1.9,0.73,1.6,1.5,0.7,3.2,3.8,1.5,0.8,0.5,10.7
908,Jarrid Rhodes,MSU,33,30.6,3.7,8.6,0.43,2,5,0.394,1.3,1.5,0.896,1,1.8,1.2,2.9,4.1,1.4,0.6,0.2,10.7
909,Rickey Holden,CSUB,30,30.7,3.7,9,0.413,1.1,3.9,0.293,2.1,2.6,0.831,2.1,2.1,0.7,2.1,2.8,2.8,1.3,0,10.7
910,Elijah Thomas,CLEM,35,25,4.1,7.4,0.56,0,0,0,2.4,3.8,0.619,2.1,3.2,2.3,5.8,8.1,1.1,0.6,2.3,10.7
911,Qiydar Davis,ISU,29,26.5,3.8,8.1,0.47,1,2.8,0.35,2,2.6,0.776,1.7,3,1.3,3.5,4.8,1,1.6,0.6,10.7
912,Donta Hall,UA,34,23.7,4.4,6.1,0.726,0,0,0,1.8,3.2,0.556,1.3,1.7,2.2,4.4,6.6,0.6,0.7,2,10.6
913,Ty Jerome,UVA,34,30.8,3.9,9.3,0.421,1.7,4.5,0.379,1.1,1.2,0.905,1.6,2.3,0.3,2.8,3.1,3.9,1.6,0,10.6
914,Cam Gregory,L-MD,31,29,4.2,7.2,0.586,0,0,0,2.3,3.5,0.654,1.6,2.5,3.1,5.2,8.2,0.5,0.5,0.6,10.6
915,Deriece Parks,WCU,31,30.5,3.7,9.6,0.381,2.1,6.5,0.33,1.2,1.5,0.8,2,1.1,0.9,2.9,3.8,2.7,1.4,0.3,10.6
916,Ahmed Hill,VT,33,25.2,3.9,7.9,0.49,1.9,4.7,0.41,0.9,1.3,0.738,0.8,1.4,0.5,2.4,3,0.9,0.4,0.1,10.6
917,C.J. Anderson,UMass,32,35.2,3.6,8.7,0.414,1,2.5,0.4,2.4,3,0.812,2.4,2.4,0.9,4.1,5,5.2,0.7,0.2,10.6
918,Conner Frankamp,WSU,31,23.9,3.8,9,0.428,1.8,5,0.364,1.1,1.1,1,0.4,1.3,0.1,1.7,1.8,2.3,0.7,0.2,10.6
919,Sean O'Brien,CU,33,33.8,3.3,8.4,0.396,1.7,5.1,0.337,2.2,2.6,0.859,1,2.2,0.7,3.4,4,3.7,1.1,0,10.6
920,Travon Harper,UAPB,35,23.4,4,7.2,0.558,0.3,0.9,0.355,2.3,3.2,0.708,1.6,3.4,1.7,3.1,4.8,0.7,0.6,0.9,10.6
921,Shirmane Thomas,GSU,30,28.2,3.5,8.7,0.406,1.2,3.4,0.366,2.3,3.1,0.75,2.1,2.4,1,3.6,4.6,1.6,1,0.4,10.6
922,"Phlandrous Fleming, Jr.",CSU,29,28,3.7,8.8,0.417,1.5,4.1,0.364,1.8,2.5,0.722,1.4,1.7,1.3,2.6,3.9,1.6,1.2,0.4,10.6
923,Zavier Turner,MAN,31,29,2.9,6.9,0.423,1.2,2.8,0.42,3.6,4.4,0.81,2.5,2.4,0.5,1.8,2.2,4.3,0.8,0,10.6
924,Davauhnte Turner,SPC,31,27.3,3.9,9.1,0.434,1.3,3.6,0.345,1.5,1.9,0.763,1.7,2.2,0.9,2.2,3.1,2,0.9,0.3,10.6
925,Eric Paschall,VILL,38,29.8,3.8,7.1,0.533,0.9,2.7,0.356,2.1,2.5,0.812,1.7,2.4,1.8,3.4,5.3,2.2,0.9,0.6,10.6
926,Deishuan Booker,LBSU,32,30,3.4,6.9,0.5,0.8,2.2,0.38,2.8,3.3,0.858,2.9,2.4,0.5,3,3.5,4.6,1.5,0.2,10.6
927,Glen Burns,CSU,32,31.2,3.3,7,0.471,0.3,1.1,0.314,3.7,4.8,0.76,3,3,1,3.2,4.2,3.4,1.3,0.1,10.6
928,Saben Lee,VU,32,26.8,3.6,7.8,0.462,0.7,2.3,0.307,2.7,3.7,0.726,2.2,2.4,0.7,2.3,3,3.1,1.2,0.2,10.6
929,Ray Bowles,CSUF,32,31.9,3.8,8.9,0.433,1.1,3.2,0.327,1.8,3,0.611,1.4,2.4,0.6,2.8,3.4,2,1,0.1,10.6
930,Josh Reaves,PSU,34,30.8,3.9,8,0.487,1.2,3.1,0.377,1.6,2.2,0.707,1.4,3.1,1.7,3.4,5.1,3.1,2.2,0.5,10.6
931,Tarkus Ferguson,UIC,27,29.3,3.4,8.9,0.379,1.4,4.2,0.336,2.4,3,0.802,2.6,2.2,0.8,4.7,5.5,5,1.1,0.9,10.6
932,Rokas Gustys,HOF,31,29.7,4.5,7.1,0.641,0,0,0,1.5,3.9,0.375,1.7,3.2,4.1,7.9,12,1.3,0.8,0.4,10.5
933,Griffin Kinney,ASU,33,23.6,3.9,6.8,0.583,0.1,0.3,0.333,2.6,3.5,0.733,2,3.1,1.6,4,5.6,1.3,0.6,0.3,10.5
934,Javaris Jenkins,SST,32,21.5,3.7,9.4,0.393,1.8,6.1,0.291,1.4,1.6,0.88,1,1.9,1.3,2.6,3.9,1.1,1,0.5,10.5
935,Davaris McGowens,NC A&T,31,21.3,4.2,7.2,0.581,0,0,0,2.2,3.4,0.654,1.2,2,1.7,3.5,5.3,0.9,0.7,0.5,10.5
936,"Corey Henderson, Jr.",TU,31,28.2,3.2,8.6,0.369,2.4,6.3,0.372,1.8,2.3,0.786,0.7,1.3,0.3,1.8,2.2,1.2,0.6,0,10.5
937,Cameron Krutwig,L-IL,38,23.7,4.2,6.9,0.598,0,0,0,2.2,3,0.735,1.5,1.3,1.9,4.3,6.1,1.7,0.5,0.7,10.5
938,Jaylen Franklin,ACU,32,32.1,4.4,8,0.557,0.1,0.7,0.19,1.5,2.8,0.539,2.7,2.4,1.1,2.8,3.9,4.4,1.8,0.2,10.5
939,Trey Kell,SDSU,28,28.5,3.5,9.1,0.384,0.9,3.2,0.289,2.6,3.5,0.742,1.6,1.3,0.6,3.5,4.1,4.1,1.1,0.2,10.5
940,Jimmy Whitt,SMU,33,33.2,4.2,8.7,0.488,0.2,0.6,0.286,1.8,3.1,0.594,1.6,2.3,1.5,3.7,5.2,3.5,1.8,0.5,10.5
941,Matt Mitchell,SDSU,33,26.5,3.5,7.8,0.45,1.5,4.2,0.358,2,2.6,0.765,2,2.5,0.7,3.2,4,1.7,1.1,0.2,10.5
942,Romello White,ASU,31,24.3,3.9,5.9,0.652,0,0,0,2.7,5,0.552,1.4,3.2,2.5,4.5,7.1,0.4,0.3,0.7,10.5
943,Holland Woods,PSU,34,32.3,3.1,7.9,0.397,0.8,2.7,0.293,3.4,4.4,0.791,2.6,2.1,0.5,2.2,2.7,5.6,1.5,0.1,10.5
944,Soufiyane Diakite,BCU,32,27.8,4.2,7.3,0.573,0.2,0.8,0.333,1.8,2.9,0.628,2,2.7,3.2,6.6,9.8,1.1,0.8,0.9,10.5
945,Deyshonee Much,IC,32,28.2,3.6,8.9,0.406,2.1,5.3,0.396,1.1,1.4,0.818,1.5,1.6,0.7,3.1,3.8,2.3,1.2,0.2,10.5
946,Alex Long,NSU,32,26.9,4.4,8.6,0.513,0,0.1,0,1.7,3,0.552,2,3.1,1.8,4,5.8,0.9,0.9,0.8,10.5
947,"Jermaine Jackson, Jr.",UDM,30,29.8,3.4,10,0.339,1.8,6,0.296,1.9,2.2,0.851,1.8,1.8,0.5,2.5,3,2.7,1.1,0.1,10.5
948,Jalen McDaniels,SDSU,33,24.7,3.8,6.5,0.586,0.1,0.6,0.211,2.7,3.4,0.788,1.1,2.3,2.2,5.3,7.5,0.9,0.8,0.6,10.5
949,Darryln Willis,WSU,33,18.2,3.7,7.3,0.51,0.5,1.4,0.383,2.5,3.7,0.664,1.6,1.7,1.8,4.2,6,1,0.2,0.4,10.5
950,Glynn Watson,UNL,33,29.7,3.6,10.5,0.347,1,3.5,0.291,2.2,2.8,0.78,1.5,2.4,0.7,2.6,3.3,3.2,1.4,0.2,10.5
951,Tyler Scanlon,BU,31,31.2,3.6,8,0.446,1.5,3.9,0.392,1.8,2.3,0.775,1.9,1.7,1,4.5,5.5,3,1.4,0.1,10.5
952,Samir Sehic,TU,31,20.4,3.6,6.3,0.572,0.6,1.7,0.346,2.7,3.8,0.712,1.1,2.2,2.4,2.8,5.2,0.8,0.4,0.5,10.5
953,Ako Adams,RU,31,29.7,3.2,8.7,0.362,1.7,5.2,0.338,2.4,3,0.804,2.6,2.1,0.3,2.3,2.6,3.2,0.8,0,10.5
954,Greg Alexander,MSMU,32,27.8,3.6,7.7,0.467,2.3,5.7,0.401,1,1.2,0.775,0.7,1.7,0.2,2.4,2.6,0.8,0.7,0.3,10.4
955,Austin Vereen,VMI,30,27.1,3.2,8.8,0.36,2,5.8,0.343,2.1,2.6,0.797,1.3,1.9,1.1,3.6,4.7,1,1.1,0.4,10.4
956,Jarkel Joiner,CSUB,30,28,3.5,9.3,0.379,1.1,3.7,0.286,2.3,2.6,0.896,0.9,1.8,0.9,2.5,3.4,0.7,0.5,0,10.4
957,William Lee,UAB,33,25.8,4.2,8.2,0.506,1.1,3.4,0.333,1,1.5,0.647,1.4,2,1.5,5.3,6.8,1.1,0.8,2.1,10.4
958,Antino Jackson,UNM,33,23.5,3.4,8.3,0.407,2.1,5.4,0.388,1.5,2,0.761,2.4,2.4,0.3,1.7,2.1,4.6,1.4,0,10.4
959,Blake Simmons,UE,31,35.7,3.8,8.6,0.438,1.5,3.8,0.407,1.3,1.7,0.774,2,2,0.6,4.1,4.7,2.1,0.9,0.3,10.4
960,James Harvey,MSU,29,30.7,3.4,8.7,0.398,2.3,6.2,0.374,1.2,1.6,0.745,1.7,1.3,0.4,1.6,2,1.5,0.5,0.1,10.4
961,Keith Fisher III,SJSU,30,25.6,4.1,8.3,0.492,0,0,0,2.3,3.5,0.648,2,3.2,1.9,4.5,6.3,0.9,0.8,0.2,10.4
962,Joe Furstinger,UNM,33,27.1,3.5,6.4,0.555,0.1,0.7,0.167,3.2,4,0.802,1.5,2.9,1.5,5.3,6.8,2.1,0.7,1.6,10.4
963,Mason Ramsey,TTU,33,27.2,4.1,8.2,0.5,0.2,0.8,0.2,2.1,2.8,0.747,1.5,3.6,1.9,2.2,4.1,1.2,1,0.3,10.4
964,Chase Foster,USF,36,26.2,3.5,8.6,0.408,1.6,4.4,0.365,1.7,2.3,0.747,1.7,1.8,1.1,3,4.2,1.7,0.6,0.2,10.4
965,Bryce Washington,LA,34,29.8,4,7.8,0.519,0,0.1,0,2.3,3.6,0.642,2,2.5,3.7,6.8,10.5,2.1,1.3,0.9,10.4
966,"Marlon Hunter, Jr.",JSU,35,24.9,4.3,8.7,0.502,0.4,1.3,0.311,1.3,1.6,0.789,1.2,1.8,1.7,1.8,3.5,1.1,1,0.1,10.4
967,Robert Williams,TAMU,30,25.6,4.6,7.3,0.632,0,0.4,0,1.1,2.3,0.471,1.7,2.2,2.4,6.9,9.2,1.4,0.8,2.5,10.4
968,Gibson Johnson,UH,30,23.3,3.7,7,0.536,0.3,0.7,0.4,2.6,3.9,0.681,1.5,2.6,1.6,3.1,4.7,1.3,0.6,0.6,10.4
969,Josip Vrankic,SCU,30,29.9,3.5,8.7,0.408,1.1,3.6,0.294,2.2,3.1,0.713,2.2,3.2,1.2,3.3,4.4,1.6,1,0.8,10.4
970,Schadrac Casimir,IC,33,27.2,3,6.8,0.442,2,4.3,0.458,2.4,2.9,0.823,1.2,2,0.4,1.5,1.9,2,0.8,0,10.4
971,Deion James,CSU,31,25.8,4,8.9,0.453,0.4,1.6,0.26,1.9,2.6,0.707,1.8,3.1,2.3,3,5.3,1.6,0.6,0.6,10.4
972,Shon Briggs,CSUB,23,25.2,3.4,9.3,0.366,0.2,0.8,0.211,3.4,4.8,0.709,2,2.4,1.7,3.7,5.5,1.9,0.7,0.3,10.3
973,Bosko Kostur,BU,29,25.1,3.5,7.3,0.481,1.7,3.7,0.453,1.7,2,0.828,1.7,3.2,1,2.8,3.8,0.7,0.6,0.2,10.3
974,Maurice Howard,ASU,32,27.8,3.6,9.6,0.37,2.3,6.5,0.357,0.9,1.3,0.707,1.7,1.8,0.5,1.9,2.5,2,0.8,0,10.3
975,Arkel Lamar,UMBC,33,27.3,3.5,8.8,0.397,2,4.7,0.426,1.3,2.4,0.544,1.2,2.4,1.2,4.8,5.9,1.1,1.2,0.5,10.3
976,Jalen Avery,KSU,34,33.6,3.5,8.1,0.433,1.6,4.3,0.374,1.7,2.2,0.773,0.7,0.9,0.6,2.1,2.7,3.6,0.6,0,10.3
977,Bobby Word,CSU,35,27.3,3.4,8.6,0.397,2.4,6.1,0.391,1.1,1.6,0.696,1.3,2,0.3,2.7,2.9,0.7,0.7,0.2,10.3
978,Zach Sellers,SST,32,26.5,3.7,8.2,0.443,1.3,4.1,0.311,1.7,2.2,0.764,2.1,1.8,0.8,2.4,3.2,3.8,1.2,0.2,10.3
979,Anthony Mosley,UD,32,32.3,3.5,7.2,0.483,0,0.2,0,3.3,4.7,0.702,2,2.3,0.9,3.3,4.2,2.9,1.2,0.3,10.3
980,Tyere Marshall,RU,32,22.7,4.2,8.2,0.51,0,0,0,2,3.7,0.542,1.2,2.7,2.5,4.2,6.6,1,0.5,0.5,10.3
981,Marvin Prochet,NU,33,33,3.5,8.5,0.416,1.5,4.1,0.381,1.7,2.4,0.696,0.7,2.2,2,5.9,7.9,1.8,0.8,1,10.3
982,Bryce Nze,UWM,33,29.5,4.5,7.7,0.576,0.2,0.9,0.276,1.2,2.4,0.481,2.1,2.9,2.9,5.6,8.5,1.3,0.8,1.5,10.3
983,Dayton Gumm,APSU,33,26.1,3.7,8.9,0.418,1.2,3.6,0.342,1.6,2.7,0.596,1.7,1.9,0.8,2.1,2.9,1.8,1.2,0,10.3
984,Ron Patterson,IUPUI,30,27.9,3.7,9.2,0.404,2.1,5.7,0.365,0.8,1.3,0.658,1.6,2.2,0.5,2.6,3.2,1.8,1.1,0.7,10.3
985,Braxton Bonds,HBU,31,32.9,4,10.1,0.392,0.2,1.4,0.159,2.1,3.5,0.611,2.4,2,1.7,3.5,5.2,5.1,1.9,0.1,10.3
986,Antwain Johnson,MTSU,31,22.7,3.6,8.1,0.442,1.3,3.4,0.39,1.8,2.1,0.862,1,1.9,0.5,1.5,1.9,1.8,0.7,0.1,10.3
987,Isaiah Hart,L-MD,31,27,4,8.3,0.486,0.3,0.9,0.31,1.9,3,0.652,2.6,2.3,0.2,1.7,1.9,2.9,1,0.2,10.3
988,J.C. Younger,PC,32,29.6,3.5,8.9,0.394,2.1,5.4,0.385,1.2,1.4,0.844,1.4,1.2,0.7,3.1,3.8,1.1,0.4,0,10.3
989,Theo Pinson,UNC,37,29.7,3.5,7.4,0.473,0.3,1.4,0.226,2.9,3.6,0.818,2.4,2.3,1.5,5,6.5,5.1,1.1,0.5,10.3
990,Trevon Duval,DUKE,37,29.8,4,9.4,0.428,0.8,2.9,0.29,1.4,2.4,0.596,2.8,2.4,0.5,1.4,2,5.6,1.5,0.1,10.3
991,Bruno Fernando,UMD,30,22.4,3.9,6.8,0.578,0,0.1,0.333,2.4,3.2,0.74,1.8,2.9,1.5,5,6.5,0.7,0.4,1.2,10.3
992,Mustafa Jones,CCSU,32,28.4,4.6,8.7,0.527,0.1,0.3,0.222,1.1,1.5,0.723,1.5,2,1.2,3.5,4.8,0.9,0.7,1.1,10.2
993,Kaleb Wesson,OSU,33,20.7,3.6,6.4,0.562,0.1,0.4,0.286,3,4.1,0.721,1,2.8,2.3,2.6,4.9,1.1,0.5,0.6,10.2
994,Travis McConico,CSU,30,25.2,3.5,8,0.438,2,5.2,0.389,1.2,1.7,0.706,1.3,1.9,1.2,2.9,4.1,1.1,1.2,0.3,10.2
995,Jordan Giles,UMKC,30,22.1,3.1,7,0.436,0.6,2.3,0.243,3.5,4.7,0.746,2.6,3.5,1.1,2.3,3.3,1,0.6,0.3,10.2
996,John Petty,UA,36,28.5,3.4,8.7,0.393,2.5,6.7,0.372,0.9,1.2,0.711,2.1,1,0.4,2.2,2.6,1.8,0.5,0.2,10.2
997,Javan White,ORU,32,27.5,4.1,8,0.514,0.2,0.5,0.4,1.8,3.2,0.553,1.6,2.4,3.5,5.4,9,1.3,0.9,0.7,10.2
998,Paul Jorgensen,BU,35,27.5,3.7,8.8,0.417,1.7,4.9,0.349,1.2,1.4,0.837,0.9,1.5,0.5,2.7,3.1,2.5,1.1,0.1,10.2
999,Bjorn Broman,WIN,31,30.3,3,6.9,0.439,2.3,5.6,0.414,1.8,2.2,0.812,1.1,1.8,0.3,1.9,2.2,3.1,1.2,0.1,10.2
1000,J.T. Gibson,UNO,31,28.1,3.6,8.3,0.438,1.8,4.8,0.385,1.1,1.2,0.868,1.7,2,0.3,2,2.3,2.6,0.9,0.1,10.2
601,Desmond Bane,TCU,33,30.5,4.4,8.2,0.539,1.8,3.9,0.461,1.9,2.5,0.78,1.8,2.3,0.5,3.6,4.1,2.5,0.9,0.2,12.5
602,Isaac Fleming,ECU,30,32.1,4.8,10.8,0.444,0.8,2.9,0.264,2.1,3.2,0.66,3.6,2.7,1.3,2.5,3.8,4.8,1.2,0.1,12.5
603,Stephan Jiggetts,USF,32,34,4.2,11.2,0.37,1.9,4.8,0.399,2.3,2.8,0.811,2.3,2.3,0.3,2.5,2.9,3.2,0.7,0.1,12.5
604,Braian Angola-Rodas,FSU,35,27.5,3.9,9.3,0.417,1.8,4.9,0.376,2.9,3.5,0.837,2.1,2.5,0.9,3,3.9,3,1.3,0.3,12.5
605,Josh Nzeakor,LU,33,27.9,4.7,9.2,0.513,0,0,0,3.1,5.1,0.607,1.8,2.9,3.1,4.4,7.5,0.7,0.8,0.5,12.5
606,Trent Frazier,U of I,32,26.3,4.4,10.8,0.405,1.9,5.5,0.347,1.8,2.8,0.644,2.2,2.1,0.2,1.5,1.8,3.1,1.7,0,12.5
607,"Kerry Blackshear, Jr.",VT,33,25.2,4.2,7.5,0.558,0.5,1.5,0.306,3.6,4.8,0.747,1.5,3.1,1.7,4.2,5.9,1.2,0.8,0.9,12.5
608,Dennis Jones,PVAMU,33,31.9,4.1,10.2,0.4,1,3.4,0.286,3.4,5.5,0.617,3.7,2.9,0.6,1.4,2,5.2,1.9,0,12.5
609,Ian DuBose,HBU,31,28.6,4.2,10.3,0.406,1.1,3.2,0.35,3,4.8,0.62,2.2,3,1.8,3.7,5.5,2,1.4,0.4,12.5
610,Daquan Bracey,LTU,25,24.9,4.5,9.6,0.469,1,2.6,0.406,2.4,3.7,0.641,2.4,1.7,0.6,1.2,1.9,4.1,0.9,0.1,12.4
