Rank,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
566,Garrett Sams,UNF,28,27.8,4,9.6,0.415,2,5,0.393,2.8,3.4,0.802,2.5,2.1,0.6,3.6,4.2,1.4,0.7,0.2,12.7
567,Christian Mekowulu,TSU,30,29.1,4,7.8,0.519,0.1,0.2,0.4,4.6,6.1,0.745,2.4,3.2,2.4,5.5,7.9,0.9,0.9,1.5,12.7
568,Jalen Canty,UCSB,26,27.5,5,8.5,0.586,0,0,0,2.8,4.2,0.661,1.3,2.5,3.4,4.3,7.7,1,0.5,1.8,12.7
569,Davon Bell,PC,32,33.6,4.2,9.9,0.423,0.8,2.5,0.325,3.5,4.3,0.806,2.2,2,0.4,2.8,3.2,5.2,1.6,0.2,12.7
570,Emmanuel Nzekwesi,ORU,32,30.4,5,11.1,0.454,0.5,2,0.234,2.2,3.2,0.676,2.1,2.2,2.7,4.5,7.2,1.7,1.2,0.7,12.7
571,Mike Amius,WCU,32,23.1,4.8,8.7,0.549,0,0,0,3.2,5,0.634,2.8,3,1.9,3.7,5.6,1.1,1.2,0.8,12.7
572,Ryan Woolridge,UNT,38,36.6,5,10.1,0.496,0.4,1.4,0.315,2.2,4.4,0.506,3.4,2.1,0.9,4.3,5.2,5.8,1.4,0.4,12.7
573,Chance Murray,UCR,31,34.1,4.2,12.3,0.344,1.3,4.5,0.279,3,4.3,0.687,2.5,1.9,0.8,4.6,5.4,3.8,1.8,0.2,12.7
574,Damani Applewhite,SCSU,30,29.3,4.9,9.1,0.538,0,0.1,0.333,2.8,4.1,0.697,1.2,1.6,1.9,4.9,6.8,0.7,0.5,0.2,12.7
575,Frank Booker,USC,33,27,3.8,8.8,0.433,2.6,6.3,0.409,2.5,3.2,0.771,1.1,1.9,0.6,2.9,3.5,1.2,1.1,0.2,12.7
576,Ja Morant,MSU,32,34,4.2,9.1,0.459,0.8,2.8,0.307,3.5,4.3,0.806,2.5,2,1.7,4.8,6.5,6.3,0.9,0.4,12.7
577,Kodi Justice,ASU,32,32.2,4.5,9.8,0.458,2.4,6.3,0.381,1.3,2,0.646,1.5,1.9,0.2,2.4,2.7,2,1.2,0.2,12.7
578,Jamal Aytes,SUU,32,21.3,5.1,8.8,0.584,0,0.1,0.5,2.4,3.2,0.738,1.5,3.2,1.7,3.6,5.2,0.7,0.5,0.2,12.7
579,Tadric Jackson,GT,29,28.9,5.1,11.6,0.445,1,3.4,0.286,1.4,2.3,0.612,2.3,2.2,0.8,2.9,3.7,2.2,0.9,0.2,12.7
580,Eli Scott,LMU,31,30.9,4.8,10.1,0.471,0.1,0.5,0.133,3,5,0.606,2.7,2.1,2.8,4.5,7.3,2.3,0.8,0.3,12.6
581,Jarren Greenwood,MSU,28,34.1,4,9.4,0.426,1.1,3.5,0.33,3.5,4.2,0.831,2.3,1.8,0.4,3.5,3.8,3.2,0.8,0.1,12.6
582,Thomas Welsh,UCLA,33,33.2,4.9,10.1,0.485,1.4,3.4,0.402,1.5,1.8,0.828,1,2.4,2.6,8.2,10.8,1.4,0.7,0.9,12.6
583,Takal Molson,CAN,33,29.3,4.2,9.4,0.442,1.4,3.7,0.369,3,4.3,0.685,2.1,2.6,1.8,3.2,5,2.6,1.2,0.4,12.6
584,Cassius Winston,MSU,35,28.1,4.1,8.1,0.507,2.1,4.3,0.497,2.3,2.6,0.9,2.5,2,0.2,3.2,3.4,6.9,0.7,0.1,12.6
585,Karon Wright,SCSU,32,26.1,4,10.9,0.369,2.9,8.1,0.359,1.7,2,0.815,1.5,1.9,0.6,1.7,2.3,0.9,0.7,0.1,12.6
586,Terance Mann,FSU,34,29.2,5,8.9,0.568,0.4,1.5,0.25,2.2,3.3,0.655,1.8,1.7,1.9,3.5,5.4,2.6,0.9,0.3,12.6
587,Stevie Jordan,RU,31,32.6,4.6,10.2,0.449,0.7,2.7,0.277,2.7,4.1,0.661,3.1,2.4,0.9,2.8,3.8,5.9,1.6,0.3,12.6
588,Jadon Cohee,SUU,32,33.6,3.9,9.9,0.397,1.4,3.8,0.374,3.3,4.1,0.795,1.9,2,0.1,2.4,2.5,3.1,0.5,0.1,12.6
589,Nick Griffin,SPC,32,32.7,4.4,11.5,0.382,2.3,6.3,0.363,1.5,2,0.738,1.3,1.3,0.3,2.6,2.9,1.2,0.5,0.2,12.6
590,C.J. Jackson,OSU,34,30.5,4.2,10,0.416,1.9,5,0.379,2.4,3,0.792,2.1,2.1,0.5,3.4,3.9,3.9,1,0.2,12.6
591,Cameron Lard,ISU,29,26.4,5.6,9.2,0.601,0,0,0,1.5,2.5,0.589,1.9,2.8,3.4,4.7,8.1,0.6,0.5,2.2,12.6
592,Connor Burchfield,W&M,31,30.5,4.3,8,0.536,2.9,5.5,0.52,1.1,1.3,0.875,1.5,1.8,0.2,3,3.3,1.9,0.8,0.1,12.6
593,Kevin McClain,BEL,33,32.4,4.4,9.6,0.456,1.7,4.9,0.354,2.1,2.9,0.716,1.6,1.6,0.8,3,3.8,2.1,1,0.2,12.6
594,Pat Andree,LU,30,28,4.2,9.2,0.458,2.6,6.1,0.429,1.5,1.8,0.852,1,2.3,0.9,4.9,5.8,0.7,0.5,0.4,12.6
595,Baker Evelyn,VAL,32,31.3,4.4,9.8,0.449,1.8,4.7,0.383,2,2.7,0.765,2.8,2.2,0.2,2.8,3.1,2.9,1.4,0.1,12.6
596,Prokop Slanina,FORD,29,31.8,5,10,0.498,1.2,3.3,0.368,1.3,1.8,0.765,1.5,3.6,1.6,3.5,5.1,1.4,1.2,1.3,12.6
597,Duop Reath,LSU,33,24.2,5.1,9.3,0.544,0.6,1.4,0.422,1.8,2.9,0.629,1.7,2.5,1.9,3.4,5.3,0.7,0.5,1,12.5
598,Marvin Clark Jr.,STJ,33,31,4.3,9.5,0.458,2,4.8,0.411,1.9,2.2,0.851,1.8,3.4,1.2,3.5,4.7,1,1.2,0.2,12.5
599,E.J. Crawford,IC,33,26.8,4.4,9.6,0.461,1.5,4.5,0.338,2.2,2.7,0.8,1,1.8,0.5,2.9,3.4,1.1,0.6,0.3,12.5
600,Devin Harris,JAC,29,33.6,4.2,9.2,0.451,0.3,1.2,0.265,3.9,5.2,0.737,3.3,1.8,1.1,6.5,7.6,5.4,1.7,0.2,12.5
401,David Cohn,W&M,31,35.9,4.6,8.8,0.529,1.6,3.7,0.426,3.3,3.6,0.912,2.7,1.9,0.3,2.7,3,6.7,1.6,0,14.2
402,Andre Wolford,SFU,31,29,4.5,9,0.504,3.1,6.3,0.495,2,2.3,0.847,0.8,1.8,0.5,2.5,3,0.8,0.5,0.1,14.2
403,McKinley Wright,CU,32,32.6,5.2,11.5,0.451,0.9,2.9,0.304,2.9,3.8,0.77,2.9,1.5,1.6,3,4.7,5.5,1,0.4,14.2
404,Malik Newman,KU,39,31.6,4.8,10.3,0.463,2.2,5.3,0.415,2.5,2.9,0.835,1.5,1.6,0.5,4.5,5,2.1,1.1,0.2,14.2
405,Ahmad Caver,ODU,32,37.2,4.8,11.9,0.408,2,5.8,0.349,2.4,3.7,0.667,2,1.6,0.6,2.9,3.5,6.2,2.3,0.2,14.2
406,Devin Sibley,FU,32,26.6,5.4,11.7,0.461,1.6,4.8,0.336,1.8,3.3,0.547,2.7,2,0.4,4.5,4.9,2,0.8,0.3,14.2
407,Dikembe Dixson,UIC,32,29.7,4.7,12,0.389,1.1,3.5,0.315,3.8,5.1,0.732,2.8,1.8,0.7,2.8,3.5,0.8,1.2,0.2,14.2
408,Kyle Guy,UVA,34,32.4,5.2,12.6,0.415,2.4,6.2,0.392,1.2,1.5,0.824,1.2,1.2,0.4,2.2,2.6,1.5,1,0,14.1
409,Armon Fletcher,SIU,32,31.6,4.8,9.8,0.486,1.2,3.6,0.348,3.3,4.5,0.731,1.3,2.3,1.4,3.6,5,1.7,1.2,0.5,14.1
410,Jeremiah Bell,UWM,32,30.5,4.9,11.6,0.423,2.3,6.1,0.383,2,2.6,0.759,1.4,2.3,0.3,2.9,3.2,1.8,1.2,0.1,14.1
411,Sam Hauser,MU,35,32.6,5,10,0.499,2.7,5.6,0.487,1.5,1.7,0.836,1.2,2.1,1,4.7,5.7,2.9,1,0.5,14.1
412,Rich Williams,MAN,29,31.3,5.1,11.7,0.438,1.9,4.4,0.426,1.8,2.3,0.791,2.9,2.1,0.8,3.9,4.6,2.7,0.7,0.1,14.1
413,Riley LaChance,VU,32,31.7,4.9,10.7,0.457,2.5,6.1,0.418,1.8,2.3,0.781,1.2,2,0.4,2.8,3.2,3.2,0.5,0,14.1
414,Cody Martin,UNR,36,35.7,5.4,10.4,0.517,0.4,1.4,0.294,2.9,4.1,0.701,2,2.4,1.8,4.4,6.2,4.7,1.7,1.5,14.1
415,Alante Fenner,SST,31,26.5,4.5,11.4,0.398,1.5,4.9,0.307,3.4,4.5,0.763,2.1,1.5,1.1,3.5,4.6,2.4,1.5,0,14
416,Robert Johnson,IU,31,34.2,5,11.8,0.427,2.1,5.7,0.373,1.8,2.6,0.704,2.5,2.1,0.2,4.3,4.5,2.7,0.8,0.2,14
417,Jo Acuil,BU,33,31,5.7,11,0.514,0.2,0.6,0.286,2.5,3.5,0.707,2.1,2.8,2.8,5.8,8.6,0.8,0.5,1.9,14
418,Justin Robinson,VT,33,30.9,4.5,9.8,0.464,1.5,3.9,0.398,3.4,4.3,0.782,2.5,2.3,0.7,2.1,2.8,5.6,1.2,0.1,14
419,Colbey Ross,PU,32,31.8,4.7,10.2,0.465,1.3,3,0.427,3.3,4,0.82,2.8,2.4,0.3,2.6,3,5.6,1,0.2,14
420,Mike Morsell,TU,32,28.1,5.1,11.5,0.439,1.6,4.6,0.347,2.3,3.2,0.723,1.8,2.9,1.4,2.8,4.2,0.9,1,0.4,14
421,Shaquille Morris,WSU,33,23.7,5.3,9.6,0.553,0.5,1.4,0.391,2.8,3.8,0.728,1.5,2.4,1.7,3.9,5.6,1.3,0.5,1.5,14
422,Bryce Canda,PSU,33,34.4,5.2,12.9,0.402,2.3,7,0.323,1.3,2,0.657,1.5,1,1.4,4.6,6,2.5,1.7,0.2,14
423,Terry Larrier,UConn,29,34,5.1,12.8,0.398,1.8,4.7,0.378,1.9,2.4,0.789,2.4,1.7,1.3,3.4,4.8,0.9,0.7,0.2,13.9
424,Admiral Schofield,UT,35,28.1,5.1,11.3,0.447,1.8,4.6,0.395,1.9,2.6,0.756,1.8,2.9,1.6,4.8,6.4,1.5,1,0.4,13.9
425,Torin Dorn,NCST,33,28.7,5.4,10.2,0.531,0.7,2.2,0.311,2.4,3.3,0.731,2,2.4,2.4,3.9,6.3,1.4,1,0.4,13.9
426,Siler Schneider,UCD,33,30.2,5.3,12,0.443,1.1,3.4,0.319,2.1,2.9,0.722,2.5,2.6,0.5,2.6,3.1,2.1,1.1,0.2,13.9
427,Derrick Bruce,TSU,32,33,4.5,11.3,0.394,2.6,6.7,0.394,2.3,2.8,0.822,2.2,2.2,0.6,3.2,3.8,2,1.2,0.2,13.9
428,Lavone Holland II,NKU,32,30.2,4.6,11.1,0.413,1.8,5.1,0.348,2.9,3.4,0.836,2.6,2.3,0.5,3.6,4.2,4.4,1.1,0.2,13.8
429,Nat Dixon,UTC,31,36.5,4.5,10.3,0.438,2.1,5.4,0.395,2.7,3.6,0.735,2,1.7,1.2,3.4,4.6,1.9,1,0.3,13.8
430,J.C. Show,BU,31,32.4,4.7,12.6,0.374,2.5,7.3,0.336,2,2.3,0.871,1.8,2.1,0.7,3,3.7,1.9,1.3,0.1,13.8
431,Justin Massey,FAU,31,25.5,4.2,11.7,0.359,2.4,7.2,0.335,3,3.9,0.783,1.1,1.8,0.5,1.7,2.2,1.5,0.5,0,13.8
432,Mathieu Kamba,UCA,35,30.3,4.9,9.4,0.518,0.8,2.3,0.358,3.2,4.9,0.657,2.3,2.3,2,4.1,6.1,2.3,1.1,1,13.8
433,Ivan Gandia-Rosa,UNF,33,32.7,4.5,10.8,0.417,2.3,6.2,0.369,2.5,2.8,0.891,3.1,1.1,0.4,2.3,2.7,6.2,0.5,0,13.8
434,Justice Sueing,Cal,32,32,4.9,11.3,0.434,1.3,4.2,0.311,2.7,4,0.672,2.1,2.3,1.5,3.9,5.4,1.4,1.5,0.5,13.8
435,D.J. Laster,GWU,32,26.4,5.9,11.6,0.505,0.7,2.1,0.318,1.4,2.3,0.608,1.9,2.5,2,3.4,5.4,0.4,0.6,0.4,13.8
436,Marcus Ottey,UIC,36,27.9,5.1,9.9,0.518,0.7,2,0.342,2.9,3.4,0.839,1.9,2.2,0.5,2.8,3.3,1.8,0.9,0.4,13.8
437,Jovan Mooring,UNLV,33,32.6,4.1,11,0.373,1.9,6.1,0.312,3.7,4.6,0.803,1.9,2.3,0.3,2.8,3,3.3,1.2,0.1,13.8
438,Bryson Williams,CSUF,32,28.6,6,10.1,0.596,0,0.1,0.25,1.8,2.9,0.602,1.8,3.2,1.9,4.2,6.1,1.2,0.5,0.7,13.8
439,Ikenna Ndugba,BU,31,35.6,4.5,11.8,0.383,1.6,4.9,0.336,3.1,4.2,0.744,3.2,3,0.5,3.6,4.2,4.6,2,0,13.8
440,Egor Koulechov,UF,34,30.6,4.7,11.4,0.414,2.1,5.2,0.398,2.2,2.6,0.864,1.3,2.2,1.7,4.7,6.4,1.2,0.6,0.1,13.8
441,Terence Davis,UM,32,27.3,4.9,12.1,0.407,1.8,5.8,0.317,2.1,2.9,0.72,2.2,2.9,1.5,4.7,6.2,2.1,0.9,0.9,13.8
442,Demajeo Wiggins,BGSU,31,27.7,4.9,8.8,0.558,0,0,0,3.9,5.5,0.698,2.4,2.1,3,7.1,10.1,0.8,0.4,0.5,13.7
443,Mike Cunningham,USCU,31,33.5,4.8,12.5,0.385,2.8,7.3,0.382,1.4,1.8,0.737,1.4,1.6,0.7,2.1,2.8,3,0.8,0.1,13.7
444,Jordan Barnett,MU,32,34.1,4.4,9.9,0.449,2.6,6.2,0.414,2.3,2.6,0.89,1.6,1.6,1.6,4.3,5.9,1.1,0.7,0.6,13.7
445,Phil Carr,MSU,31,32.8,4.9,11.4,0.432,0.4,1.3,0.268,3.5,4.2,0.846,1.7,2.5,2.9,6.4,9.3,1.3,0.7,0.7,13.7
446,Jordan Fox,USMA,30,30,4.6,11.4,0.405,2.6,6.6,0.396,1.8,2.3,0.809,2.1,2.5,0.6,3.5,4.1,4.2,0.8,0.1,13.7
447,Kris Wilkes,UCLA,33,29.8,4.8,11,0.441,1.7,4.8,0.352,2.3,3.5,0.655,1.3,2.5,1.3,3.6,4.9,1.7,0.8,0.5,13.7
448,Jordan Hill,SEA,33,33.7,4.5,11.5,0.397,2.2,6.2,0.363,2.4,3.1,0.772,3,3.2,0.6,3.2,3.8,3.5,1.2,0.4,13.7
449,Ishmael Lane,NSU,29,25.8,5.1,9.7,0.53,0.6,1.6,0.378,2.8,4.4,0.641,2.4,2.6,2.4,4.9,7.2,0.8,0.9,1.8,13.7
450,Kenneth Ogbe,UVU,33,30.4,4.5,9.4,0.482,2,4.7,0.429,2.5,3.7,0.694,1.7,1.8,0.6,2.6,3.2,1.5,0.8,0.2,13.7
451,JaKeenan Gant,LA,32,25.5,5.5,9.9,0.553,0.9,2.9,0.319,1.7,2.5,0.696,1.2,2.2,2.2,3.6,5.8,0.9,0.6,2.3,13.7
452,Angel Delgado,SHU,34,30.9,5.5,10.9,0.505,0,0.1,0,2.6,4.3,0.612,2.5,2.3,4,7.8,11.8,2.8,0.8,0.7,13.6
453,Marin Maric,DEP,28,27.2,4.9,8.9,0.554,0.4,1.1,0.333,3.4,4.1,0.842,2.4,2.6,2,4.6,6.7,1.2,0.8,0.5,13.6
454,Jordan Johnson,UNLV,33,34.3,3.8,8.8,0.428,1.5,3.8,0.389,4.6,5.5,0.841,2.7,2.3,0.5,2.4,2.8,6,1.2,0.2,13.6
455,Evan Leonard,UCI,35,27.9,4.6,10.3,0.447,1.9,4.8,0.396,2.5,3.2,0.793,1.7,2.8,0.5,2.8,3.3,2,1.4,0.1,13.6
456,Makinde London,UTC,29,26.5,4.6,11.5,0.398,1.6,4.6,0.336,2.9,4,0.73,3,2.9,1.4,5.4,6.8,1.8,0.9,0.8,13.6
457,Elijah Brown,UO,36,29.2,4.4,10.6,0.416,2.6,7,0.364,2.2,2.4,0.93,1.9,1.8,0.7,2.6,3.3,2.5,0.8,0,13.6
458,Darius Thompson,WKU,38,35.6,4.7,10.1,0.463,1.4,4,0.355,2.9,3.9,0.736,1.7,1.8,0.6,3.6,4.2,4.8,1.5,0.5,13.6
459,Braun Hartfield,YSU,32,31.8,4.8,11.3,0.427,1.5,4.3,0.35,2.5,4,0.622,2.4,2.5,1.4,2.9,4.3,2.6,1.7,0.8,13.6
460,Ty Taylor,UNCW,32,29.5,4.8,12.3,0.39,1.6,4.8,0.331,2.4,3,0.784,1.8,1.9,0.8,3.6,4.4,1.9,0.8,0.2,13.6
461,Zack Bryant,UAB,33,32,4.9,10.8,0.456,0.9,2.8,0.319,2.8,3.8,0.752,2.2,2.6,0.4,2.8,3.2,3.1,1.1,0.2,13.6
462,Nick Garth,LU,33,26.8,4.3,10.5,0.413,2.4,6.3,0.378,2.5,3,0.838,1.3,1.6,0.5,1.8,2.3,1.6,0.6,0,13.6
463,Dalan Ancrum,WIU,28,31.9,4.8,10.7,0.445,1.7,4.6,0.375,2.4,2.8,0.846,2.2,1.7,0.8,4.4,5.2,1.8,1,0.4,13.6
464,E.C. Matthews,URI,28,28.7,4.9,11.5,0.429,1.5,4.8,0.321,2.2,3,0.726,1.6,1.6,0.8,3.3,4.1,0.9,0.8,0.5,13.6
465,Dikymbe Martin,UCR,25,31.4,4.6,11,0.422,1.2,3,0.408,3,3.6,0.854,2.7,2.2,0.6,3,3.6,2.8,1.2,0,13.6
466,Will Tavares,FORD,27,33.1,5.2,11.9,0.436,0.8,3.7,0.222,2.4,3.7,0.646,2.3,2,1.2,4.1,5.3,1.2,1.1,0.3,13.6
467,Deandre Burnett,UM,31,28.3,3.7,9.9,0.377,1.8,4.9,0.359,4.3,5.4,0.801,2.1,1,0.3,1.7,2,3.9,0.6,0,13.5
468,Kason Harrell,IPFW,33,30.7,4.8,11.1,0.438,2.7,7.3,0.368,1.2,1.4,0.826,1.8,2.2,0.6,2.3,2.9,1.4,1.1,0.5,13.5
469,"Wendell Carter, Jr.",DUKE,37,26.9,4.8,8.6,0.561,0.5,1.2,0.413,3.4,4.5,0.738,2,2.8,2.9,6.1,9.1,2,0.8,2.1,13.5
470,Ryan Richardson,WSU,31,32.6,4.7,10.2,0.459,2.9,6.9,0.427,1.2,1.6,0.745,1.5,2.2,0.2,3,3.2,2.1,1.1,0.4,13.5
471,"Darrell Brown, Jr.",BU,33,31.8,4.3,12.1,0.352,1.5,4.2,0.355,3.5,4.3,0.804,2.9,2.1,0.2,2.1,2.3,4.3,0.7,0,13.5
472,Justin Coleman,SU,32,32.5,4.6,10.5,0.436,1.8,4.8,0.373,2.6,3.2,0.806,2.7,1.3,0.3,2.4,2.8,6.6,1.2,0,13.5
473,Malik Moore,USCU,32,29.8,4.6,10.4,0.441,1,3.8,0.27,3.3,4.6,0.709,2,2.8,1.5,4.5,6.1,2.4,1.3,0.4,13.5
474,Jordan Allen,RU,32,28.4,4.5,11.6,0.384,2.9,7.5,0.385,1.7,2,0.831,1.3,1.8,0.8,2.7,3.5,0.7,0.8,0.4,13.5
475,Charles Brown,UIW,26,30.4,4.9,10.3,0.472,0.8,1.6,0.476,3,3.7,0.802,2.6,2.1,1.5,3.7,5.2,1.2,0.9,0.3,13.5
476,Omer Yurtseven,NCST,33,23.8,5.7,9.9,0.572,0.7,1.3,0.5,1.5,2.4,0.613,1.2,3,2.8,4,6.7,0.5,0.5,1.8,13.5
477,Jordan Bohannon,UI,33,31.8,4.2,9.8,0.423,2.9,6.8,0.43,2.3,2.5,0.904,2.1,1.8,0.1,2.1,2.2,5.4,0.7,0,13.5
478,Matt Frierson,CIT,32,28.2,3.9,10.8,0.363,3.6,9.8,0.363,2.1,2.3,0.893,1.3,1,0.4,2.2,2.6,1.3,1.1,0,13.5
479,Justin Forrest,ASU,33,28,4.5,12.1,0.368,2,6.6,0.301,2.5,3.8,0.667,2.9,2.6,0.3,2.6,2.9,2,1.3,0.1,13.5
480,Rickey McGill,IC,34,33.7,4.8,10.7,0.449,1.5,3.9,0.383,2.4,3.4,0.702,2.8,2.1,0.7,3.3,4.1,5.6,1.5,0.1,13.4
481,Dylan Osetkowski,UT,34,35.2,4.7,11.8,0.4,1.2,4.3,0.288,2.7,3.8,0.721,2.2,1.9,2.3,4.9,7.2,1.2,1,0.2,13.4
482,Scottie James,LIB,37,25.5,5.1,8.3,0.614,0.4,1.2,0.326,2.9,3.8,0.752,1.4,2.2,2.5,6.4,8.9,1.1,0.4,0.9,13.4
483,Donte DiVincenzo,VILL,40,29.2,4.7,9.8,0.481,2.1,5.3,0.401,1.9,2.7,0.71,2,2.1,1.1,3.6,4.8,3.5,1.1,0.2,13.4
484,Mike Holloway,FDU,31,29.7,5.1,10.6,0.483,0.2,0.7,0.304,2.9,4.3,0.689,2.4,3.5,2.6,4.4,7,1.2,0.7,0.7,13.4
485,Isaiah Wright,USD,34,34.5,4.3,9.6,0.451,1.6,4,0.393,3.2,4.4,0.732,3.1,2.7,0.3,4.6,4.9,5.3,1.3,0.1,13.4
486,Johnathan Williams,GU,37,29.2,5.3,9.5,0.563,0.2,0.9,0.229,2.5,4.7,0.54,2.2,2.6,2.4,6.1,8.5,1.6,0.7,1.1,13.4
487,J.R. Lynch,UHA,33,36.1,4.7,10.9,0.427,1.5,4.3,0.362,2.5,3,0.83,2.4,2.7,0.3,4,4.3,3.8,1.5,0.1,13.4
488,Jordan Capps,SELU,33,21,5.4,10,0.541,0.5,1.6,0.34,2,3.7,0.549,1.9,2.4,1.1,3.2,4.3,0.5,0.5,0.9,13.4
489,Brock Stull,UWM,31,35.9,4.5,11.8,0.379,2.3,6.1,0.379,2.1,2.8,0.744,2.2,1.5,0.5,4.3,4.8,3.1,0.6,0.1,13.4
490,Jalone Friday,ACU,32,22.3,5,11,0.456,1.4,4.2,0.341,1.8,2.6,0.702,1.7,3.5,1.2,3.9,5.1,0.5,0.3,1.6,13.3
491,Javon Bess,SLU,33,36.2,3.9,9.8,0.395,0.7,2.7,0.27,4.8,6.4,0.758,2,2.4,2.4,5,7.4,2.2,1.2,0.4,13.3
492,Courtney Stockard,STBN,31,31.3,4.7,9.6,0.485,0.6,1.8,0.339,3.4,4.4,0.759,2.5,3.5,1.3,5,6.3,2.2,1.4,0.4,13.3
493,Taveion Hollingsworth,WKU,38,34.5,4.5,9.3,0.48,1.2,3.1,0.378,3.2,4,0.791,1.8,2,0.8,2.6,3.4,1.9,1,0.1,13.3
494,Miles Reynolds,PAC,32,31.3,3.8,9.3,0.413,0.7,1.9,0.377,4.9,6.2,0.802,1.9,2.4,0.3,2.2,2.6,2.8,1,0.1,13.3
495,"Edward Polite, Jr.",RU,36,32.1,4.6,9.7,0.474,0.6,2.2,0.275,3.5,4.8,0.727,1.9,2.3,2.2,5.6,7.9,1.5,1.9,0.9,13.3
496,Kenny Carpenter,CSU,34,33.7,5.2,10.9,0.476,1.7,4.7,0.354,1.2,1.7,0.707,1.2,2.3,0.7,4.4,5.1,2.4,1.1,0.4,13.3
497,Shawn Anderson,USNA,31,30.7,4.5,10.1,0.449,0.6,2,0.323,3.5,4.8,0.743,2.9,1.9,1.4,3.7,5.1,3.4,1,0,13.3
498,Rene Castro-Caneddy,DUQ,32,31.9,4.8,10.5,0.454,1.5,4.5,0.336,2.2,2.9,0.763,1.8,1.8,0.6,2.3,2.8,3.4,0.9,0.1,13.3
499,Giddy Potts,MTSU,33,31.8,4.3,10.4,0.414,2.6,6.4,0.405,2.1,2.4,0.863,1.6,2.6,0.5,3.8,4.3,1.9,1.4,0.2,13.3
500,Shizz Alston,TEM,33,33.7,4.8,11.9,0.401,2.2,5.4,0.397,1.6,1.8,0.898,1.6,1.6,0.7,2.5,3.2,3.1,0.8,0,13.3
301,John Carroll,UHA,33,31.5,5.3,11.2,0.469,0.6,2,0.303,4,5.6,0.715,2,2.7,1.7,4.7,6.4,2.4,0.5,0.9,15.2
302,Matej Kavas,SEA,33,31.5,5.2,10.9,0.474,2.8,5.9,0.464,2.1,2.6,0.791,2,3,1.2,4,5.1,1.2,0.4,0.2,15.2
303,Grant Williams,UT,35,28.8,5.2,11.1,0.473,0.1,0.7,0.12,4.6,6.1,0.764,2.1,3.3,2.3,3.7,6,1.9,0.6,1.3,15.2
304,A.J. Mosby,ASU,32,32.2,5.6,11.1,0.503,1.8,4.5,0.4,2.2,2.6,0.866,2,1.8,0.4,4.2,4.7,3.9,1.4,0.1,15.2
305,Scottie Lindsey,NU,32,32.1,5.3,13.2,0.399,2.5,6.8,0.362,2.1,2.6,0.829,1.6,2.6,0.8,3.1,3.8,1.7,0.5,0.4,15.2
306,Nike Sibande,MU,34,32.9,5,12.1,0.414,2.3,6.5,0.35,2.8,3.9,0.733,2.1,1.9,0.8,3.5,4.3,1.2,1.1,0.1,15.1
307,Raasean Davis,NCCU,35,29,6.7,9.9,0.671,0,0,0,1.8,3.1,0.587,2,2.3,2.9,5.1,8.1,0.4,0.6,1,15.1
308,Khalil Ahmad,CSUF,32,31.3,5.3,12.7,0.418,1.8,5.6,0.32,2.7,3.3,0.829,2.4,2.1,0.5,3.2,3.8,1.6,1.2,0.2,15.1
309,Miye Oni,YALE,29,32.8,5.4,13.3,0.405,2,6.3,0.31,2.4,3.2,0.75,2.8,2.8,0.9,5.1,6,3.6,0.9,0.7,15.1
310,Terrell Miller,MSU,32,30.6,5.6,11.1,0.501,2.2,5.4,0.402,1.8,2.5,0.722,1.8,2.5,1.1,7.5,8.6,1.6,0.8,0.5,15.1
311,Cam Reynolds,TU,31,36,5.5,13.5,0.408,2,5.6,0.353,2.1,2.9,0.703,1.5,2.5,1.2,5.2,6.3,2.2,0.8,0.6,15.1
312,Khyri Thomas,CU,33,31.7,5.6,10.4,0.538,1.9,4.6,0.411,2,2.6,0.788,1.8,1.9,1.1,3.3,4.4,2.8,1.7,0.2,15.1
313,Stephen Brown,BU,35,30.2,5.3,11,0.482,1.8,4.9,0.374,2.6,3.1,0.835,1.7,2.3,0.5,2.8,3.3,4.3,1.2,0.3,15.1
314,Donovan Jackson,ISU,30,34.4,4.8,12.5,0.381,3.2,7.9,0.401,2.3,2.7,0.875,1.6,2.1,0.3,1.8,2.1,2.1,0.5,0.1,15
315,Alex Petrie,LC,31,24.9,5,11.5,0.436,2.2,5.4,0.405,2.8,3.1,0.905,1.9,0.7,0.3,2.1,2.4,0.7,0.5,0,15
316,Tayler Persons,BSU,32,29.8,5.8,12.7,0.461,1.2,3.2,0.373,2.2,3.2,0.67,2.9,2.4,0.5,2.8,3.3,4.3,0.8,0.2,15
317,Vladimir Brodziansky,TCU,33,27.2,5.4,9.4,0.579,0.6,1.9,0.339,3.5,4.3,0.818,1.2,2.2,2.1,3,5.1,1.2,0.3,1.7,15
318,Alize Johnson,MSU,33,31.2,5.2,12.1,0.43,1.2,4.4,0.281,3.3,4.4,0.759,2.2,2.1,3.2,8.5,11.6,2.8,0.5,0.4,15
319,Junior Etou,TU,31,30.4,4.7,10,0.466,1.4,3.9,0.35,4.3,6,0.715,2.3,2.1,2.5,5.4,7.9,1.5,0.5,0.3,15
320,Montell Goodwin,EIU,31,35.5,5.3,13.3,0.399,2.4,6.5,0.36,2.1,2.7,0.771,2,1.5,0.5,2.9,3.4,3.3,1.1,0.4,15
